id,oldId,title,prompt,text,isHidden,isPg,isFeatured,temperature,topP,createdAt,updatedAt
2751,,Skibidid Toilet,skibidid toilet,"I was [verb_ing] in the park when I suddenly felt the urge to use the [noun_pl]. I quickly ran to the nearest [place] and found the most disgusting [noun] I had ever seen. It was covered in [adjective] graffiti and had a terrible smell. I couldn't believe my luck. After that experience, I decided to never use a public [noun] again.",false,true,false,0.70,1.00,2025-02-12 21:03:33.053406+00,2025-02-12 21:03:33.053406+00
2752,,First Day at School,first day at scool,"Today was my first day at [adjective] school. I woke up feeling [emotion] and ready to take on the day. My [adjective] backpack was filled with [plural noun] and my new [adjective] lunchbox was packed with [food]. As I walked into the classroom, I felt [emotion] and excited to make new friends. The teacher introduced herself and I couldn't help but feel [emotion] to be in her class. Overall, my first day at school was [adjective] and I can't wait for the rest of the year!",false,true,false,0.70,1.00,2025-02-12 21:03:55.817648+00,2025-02-12 21:03:55.817648+00
2753,,The Birthday Party,event,"Last [adjective] weekend, I attended a [adjective] birthday party for my [relation]. The party was held at a [noun] and the decorations were [adjective]. The [plural_noun] were [adjective] and the cake was a [adjective] masterpiece. Overall, it was a [adjective] and [adjective] event.",false,true,false,0.70,1.00,2025-02-12 21:04:09.272747+00,2025-02-12 21:04:09.272747+00
2754,,One Pound Fish,one pound fish,"Once upon a time, in a [place] far, far away, there was a [adjective] fisherman named [name]. Every day, he would cast his [noun] into the [body_of_water] and hope for a big catch. One day, he reeled in a massive [animal] that weighed exactly one pound! He knew he had to sell it for a huge profit, so he took it to the local [market] and the crowd went wild, offering him tons of money for the amazing fish.",false,true,false,0.70,1.00,2025-02-12 21:04:35.731166+00,2025-02-12 21:04:35.731166+00
2755,,The Wacky Adventure,\],"Once upon a time, in a faraway land, there lived a [adjective] [noun]. This [adjective] [noun] loved to [verb] in the [place]. One day, while [verb_ending_in_ing], the [noun] stumbled upon a [adjective] [noun] in the middle of the [place]. The [noun] was [emotion] and [adverb] [verb] towards the [adjective] [noun]. The [noun] and the [noun] went on a [adjective] adventure, and they lived happily ever after.",false,true,false,0.70,1.00,2025-02-12 21:04:40.117987+00,2025-02-12 21:04:40.117987+00
2756,,Lost in a Dream World,Lost in a dream world,"I fell asleep and found myself in a [magical_place]. The sky was a beautiful shade of [color], and the ground was covered in [type_of_flower]. I wandered through the [adjective] landscape, feeling like I was in a [fairytale]. Suddenly, I stumbled upon a [animal] wearing a crown and realized I was in a dream world!",false,true,false,0.70,1.00,2025-02-12 21:04:48.914956+00,2025-02-12 21:04:48.914956+00
2757,,Snoop Dogg Mad Lib,Snoop Dogg,"Snoop Dogg is a famous [occupation]. He is known for his love of [plural_noun] and his laid-back [adjective] style. In his free time, Snoop Dogg enjoys [verb_ing] and spending time with his [plural_noun]. One of Snoop Dogg's most famous songs is '[song_title]', which he performed with [celebrity].",false,true,false,0.70,1.00,2025-02-12 21:05:16.679563+00,2025-02-12 21:05:16.679563+00
2758,,Josh's Adventure,josh,"Once upon a time, a [adjective] boy named Josh decided to go on a(n) [adjective] adventure. He packed his [noun] and set off into the [noun]. Along the way, he encountered a [adjective] [noun] who asked him to help [verb] a [noun]. Josh agreed and together they [adverb] [verb] the [noun].",false,true,false,0.70,1.00,2025-02-12 21:05:21.102975+00,2025-02-12 21:05:21.102975+00
2759,,Superbowl Mad Lib,superbowl,"I can't believe the [adjective] [noun] in yesterday's Superbowl game! The [adjective] [noun] really [verb] their [body_part] off to win the game. It was such an [adjective] game, with lots of [plural_noun] and [adjective] plays. I can't wait for next year's Superbowl!",false,true,false,0.70,1.00,2025-02-12 21:05:28.1618+00,2025-02-12 21:05:28.1618+00
2760,,The Magical Cat's Adventure,Magical cat saves town,"Once upon a time, in a [place], there was a magical cat named [name]. This cat had the ability to [verb] and save the town from any danger. One day, the town was in trouble because of a [adjective] monster. The townspeople called for [name] to come to their rescue. With a swift [noun], [name] defeated the monster and saved the town once again.",false,true,false,0.70,1.00,2025-02-12 21:05:33.53112+00,2025-02-12 21:05:33.53112+00
2761,,CJ's Adventure,CJ IS GAY,"Once upon a time, [a_noun] named CJ went on a(n) [adjective] adventure. Along the way, CJ encountered a [noun] and a [verb] it. CJ was so [adjective] that they decided to [adverb] [verb] away from it. Finally, CJ arrived at a [place] and felt [emotion] to have completed the journey.",false,true,false,0.70,1.00,2025-02-12 21:05:37.27797+00,2025-02-12 21:05:37.27797+00
2762,,Fat Cats,fat cats,"One day, a [adjective] cat named [proper_noun] decided to go on a [adjective] adventure. He wanted to explore the [noun] and see what he could find. As he wandered through the [place], he encountered a [adjective] [noun]. The [adjective] cat was surprised to see such a [adjective] creature, but they quickly became friends and went on many [adjective] adventures together.",false,true,false,0.70,1.00,2025-02-12 21:06:24.927245+00,2025-02-12 21:06:24.927245+00
2763,,Lost in a Forest,lost in a forest,"One day, while [verb_ing] through the [adjective] forest, I stumbled upon a [noun]. It was [adjective] and [adjective], and I couldn't believe my eyes! Suddenly, I heard a [animal] [verb] behind me. I quickly [adverb] [verb] away, hoping to find my way out of the forest.",false,true,false,0.70,1.00,2025-02-12 21:06:30.642273+00,2025-02-12 21:06:30.642273+00
2764,,Gru's Spy Mission,Gru's spy mission,"Today, Gru went on a [adjective] mission to [place]. He had to [verb] into the secret lair of the evil [noun] to retrieve the stolen [plural_noun]. As he carefully made his way through the [adjective] corridors, he encountered a group of [plural_noun] who tried to [verb] him. But, using his [adjective] spy skills, Gru was able to [verb] them and complete his mission successfully.",false,true,false,0.70,1.00,2025-02-12 21:06:40.809671+00,2025-02-12 21:06:40.809671+00
2765,,Wicked the Movie Mad Lib,wicked the movie,"Once upon a time, in the land of [a_place], there lived a [adjective] [noun]. One day, [a_person] came to town and caused quite a stir with their [adjective] [noun]. The townspeople were [emotion] by this newcomer and didn't know what to make of them. Little did they know, this [adjective] [noun] had a [noun] that could change everything. The town was never the same again after [a_person] arrived.",false,true,false,0.70,1.00,2025-02-12 21:06:45.621738+00,2025-02-12 21:06:45.621738+00
2766,,Canes,Canes,"I went to the pet store to buy a new [adjective] cane for my [animal]. When I got there, I found a [color] cane that was just perfect. As I was leaving, I saw a [adjective] [animal] trying to steal a [food] from the store. I quickly ran over and used my cane to shoo the [adjective] animal away.",false,true,false,0.70,1.00,2025-02-12 21:06:46.262602+00,2025-02-12 21:06:46.262602+00
2767,,iPad Kids,ipad kids,"My [adjective] little [noun] loves to play with my iPad. It's always a challenge to get [plural_noun] away from it when it's time for [noun] or [verb] to [adjective] [noun]. The other day, I found [name] watching [adjective] videos of [animal] doing [verb] tricks on the iPad. It's amazing how [adjective] kids are with technology these days!",false,true,false,0.70,1.00,2025-02-12 21:06:48.272002+00,2025-02-12 21:06:48.272002+00
2768,,Sephora Kids,Sephora  kids,"I went to [store] to buy some [adjective] makeup for my [family_member]. As I was browsing through the [noun], I found a [adjective] eyeshadow palette that I knew would look great on my [family_member]. I also picked up a [adjective] lip gloss and a [noun] for them. When I got home, I showed my [family_member] the makeup and they were so excited to try it out!",false,true,false,0.70,1.00,2025-02-12 21:08:19.956718+00,2025-02-12 21:08:19.956718+00
2769,,Back to School Mad Lib,school,"I can't believe it's already time to go back to [school]! I'm excited to see all my [friends] and meet my new [teachers]. I hope I get to take [art class] this year, it's my favorite. I can't wait to show off my new [backpack] and [shoes]!",false,true,false,0.70,1.00,2025-02-12 21:08:20.421146+00,2025-02-12 21:08:20.421146+00
2770,,The ABC Mad Lib,abc,"One day, I was walking through the [place] when I saw a [adjective] [animal] [verb] [adverb]! I couldn't believe my [body_part]! I quickly [verb] to get a closer look, but the [animal] [verb] away. It was the most [adjective] thing I've ever seen!",false,true,false,0.70,1.00,2025-02-12 21:08:23.519886+00,2025-02-12 21:08:23.519886+00
2771,,CJ in a Nutshell,CJ in a nutshell,"CJ is a [adjective] person who loves to [verb] in the [noun]. One time, CJ [adverb] [verb] into a [adjective] [noun] and everyone [verb] in amazement. Despite being [adjective], CJ always manages to [verb] a smile on everyone's face.",false,true,false,0.70,1.00,2025-02-12 21:08:32.582106+00,2025-02-12 21:08:32.582106+00
2772,,Cat Exploration,cat exploration,"Today, my [adjective] cat decided to [verb] into the [place] and [adverb] explore the [noun]. It was quite the adventure as my [adjective] cat sniffed around and [verb] through the [place]. I couldn't help but laugh as my cat [verb] its way through the [place] and made itself at [noun].",false,true,false,0.70,1.00,2025-02-12 21:08:39.712772+00,2025-02-12 21:08:39.712772+00
2773,,Kinap,kinap,"One day, I went to the [place] and saw a [adjective] [animal] [verb] [adverb]. It was so [adjective] that I [verb] to [place] to tell my [family member] about it. They were [adjective] and couldn't believe that I had seen such a [adjective] [animal].",false,true,false,0.70,1.00,2025-02-12 21:09:01.44962+00,2025-02-12 21:09:01.44962+00
2774,,Super Bowl Mad Lib,super bowl,I can't wait for the [adjective] Super Bowl party at [proper_noun]'s house. We're going to have a huge [noun] of [beverage] and lots of delicious [plural_noun]. I hope the [adjective] commercials are as entertaining as the game itself!,false,true,false,0.70,1.00,2025-02-12 21:09:35.031773+00,2025-02-12 21:09:35.031773+00
2775,,The Big Feast,fat kids,"Once upon a time, in a [place], there lived a group of [adjective] kids who loved to eat. Their favorite food was [food], and they would eat it for breakfast, lunch, and dinner. One day, they decided to have a [adjective_animal] feast and invited all their friends. The feast was so [adjective] that they couldn't move afterwards!",false,true,false,0.70,1.00,2025-02-12 21:10:13.229778+00,2025-02-12 21:10:13.229778+00
2776,,One Pound Fish,one pound fish,"Once upon a time, there was a [adjective] fisherman named [name] who caught a magical [noun] that granted him three wishes. Excited about his newfound wealth, he wished for a [adjective] mansion, a [adjective] car, and a lifetime supply of [plural_noun]. However, he soon realized that material possessions couldn't buy him true happiness, so he used his last wish to free the magical fish and live a simple life by the sea.",false,true,false,0.70,1.00,2025-02-12 21:10:16.723404+00,2025-02-12 21:10:16.723404+00
